time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
10,0.5,0.25,-0.77,-10.38,-22.4,-2.2
29,0.53,0.24,-0.77,-8.36,-15.69,-1.22
48,0.54,0.24,-0.77,-10.62,-11.84,1.53
68,0.54,0.23,-0.9,-9.95,-10.99,8.0
87,0.52,0.31,-0.89,-1.71,-18.68,10.44
107,0.51,0.28,-0.85,-7.45,-25.63,2.75
127,0.55,0.24,-0.75,-11.84,-27.65,6.29
146,0.57,0.21,-0.65,-12.57,-16.91,15.75
165,0.54,0.28,-0.87,-21.55,6.65,22.89
184,0.54,0.29,-0.95,-15.62,1.34,24.11
204,0.55,0.23,-0.83,1.34,-7.87,30.58
223,0.52,0.18,-0.77,-5.19,-13.37,43.7
243,0.51,0.23,-0.72,-27.95,-18.37,54.2
263,0.52,0.19,-0.69,-49.38,-16.91,68.12
283,0.54,0.14,-0.74,-60.97,-12.94,90.88
303,0.45,0.24,-0.8,-51.39,-16.48,106.93
323,0.35,0.56,-0.76,-29.54,-21.3,82.7
343,0.37,0.57,-0.69,-35.34,-19.04,41.56
364,0.38,0.35,-0.66,-62.68,-12.63,49.19
384,0.35,0.39,-0.73,-76.11,-8.06,68.85
404,0.22,0.53,-0.81,-47.06,-8.48,62.19
424,0.19,0.86,-0.7,-11.6,-1.4,6.59
444,0.1,0.99,-0.69,-23.56,9.09,-70.56
464,-0.01,1.08,-0.74,-17.09,11.66,-140.38
484,-0.08,1.15,-0.64,19.35,30.76,-236.39
504,-0.18,0.92,-0.49,55.91,83.13,-361.27
524,-0.39,0.44,-0.61,90.21,152.65,-453.0
544,-0.42,-0.11,-0.79,89.78,178.71,-471.5
564,-0.15,-0.6,-1.09,49.32,200.2,-449.16
583,0.04,-0.88,-1.22,8.67,172.91,-377.99
602,0.24,-1.05,-1.36,9.09,143.98,-307.92
622,0.42,-1.23,-1.43,23.38,104.8,-227.23
642,0.48,-1.23,-1.3,35.1,57.56,-113.89
662,0.37,-0.99,-1.22,36.44,30.88,-8.18
683,0.26,-0.85,-1.25,19.65,9.4,58.47
703,0.12,-0.66,-1.14,20.08,-11.66,107.48
723,0.09,-0.45,-0.98,47.55,-10.5,135.38
743,0.13,-0.4,-1.07,48.52,-3.54,144.9
763,0.14,-0.48,-1.04,23.74,-22.16,161.19
782,0.12,-0.48,-0.99,10.38,-29.54,188.66
802,0.15,-0.51,-1.0,15.2,-25.94,214.42
823,0.11,-0.5,-0.95,-1.46,-37.78,252.08
845,0.07,-0.34,-1.04,-42.97,-50.35,294.92
866,0.0,-0.08,-1.22,-79.1,-74.1,327.27
886,-0.17,0.19,-1.09,-91.86,-109.8,343.57
906,-0.21,0.45,-0.83,-72.39,-108.64,326.78
926,-0.12,0.62,-0.86,-46.51,-66.65,274.29
946,-0.02,0.68,-0.97,-40.53,-44.68,216.25
966,0.03,0.62,-0.94,-50.23,-53.1,169.25
986,0.01,0.59,-0.86,-56.03,-58.35,134.46
1005,0.02,0.57,-0.86,-67.99,-49.62,103.21
1025,0.07,0.52,-0.92,-66.04,-30.15,69.09
1045,0.04,0.54,-0.9,-52.55,-16.54,41.44
1064,0.02,0.6,-0.85,-57.8,-12.94,11.66
1084,-0.07,0.73,-0.72,-62.74,3.36,-51.09
1104,-0.1,0.89,-0.49,-82.46,38.7,-137.21
1124,-0.16,1.05,-0.45,-66.53,106.2,-233.52
1145,-0.54,1.02,-0.57,-19.53,186.77,-364.62
1165,-0.84,0.63,-0.92,7.39,254.76,-484.68
1185,-0.87,-0.14,-1.53,49.62,254.39,-500.49
1205,-0.5,-0.98,-1.81,70.62,182.25,-417.24
1225,-0.06,-1.33,-1.58,9.28,97.35,-273.5
1246,0.07,-0.99,-1.35,-56.52,55.54,-158.14
1266,0.02,-0.53,-1.36,-70.5,34.0,-104.92
1286,-0.07,-0.29,-1.28,-35.22,13.49,-87.28
1306,-0.11,-0.24,-1.09,8.3,16.6,-77.51
1326,-0.04,-0.38,-1.2,6.96,15.87,-71.17
1346,0.03,-0.59,-1.28,-14.95,-10.74,-33.33
1366,-0.04,-0.49,-1.17,-16.91,-27.1,10.01
1386,-0.11,-0.32,-1.03,-9.03,-21.06,21.42
1406,-0.08,-0.24,-1.09,0.06,-16.11,17.82
1426,-0.03,-0.24,-1.18,7.45,-31.13,23.8
1447,-0.08,-0.29,-1.06,1.28,-46.14,40.04
1468,-0.09,-0.25,-0.91,-13.06,-32.1,46.57
1489,-0.1,-0.13,-0.94,-14.4,-10.13,28.14
1510,-0.02,-0.09,-1.04,-8.48,-5.86,10.56
1531,-0.0,-0.13,-1.06,2.01,-12.51,9.52
1551,0.0,-0.19,-1.1,9.28,-19.29,13.43
1572,0.0,-0.22,-1.05,5.86,-31.56,18.92
1593,-0.01,-0.18,-0.95,2.32,-37.23,25.63
1613,-0.01,-0.12,-0.92,0.79,-28.14,26.49
1634,0.0,-0.09,-0.96,-2.2,-19.84,26.98
1655,0.02,-0.08,-1.0,0.49,-16.91,29.85
1675,0.03,-0.09,-1.01,6.04,-17.27,32.47
1695,0.05,-0.1,-1.0,5.49,-20.14,33.94
1715,0.04,-0.11,-0.99,-4.27,-22.95,33.33
1735,0.02,-0.09,-0.98,-12.94,-22.22,29.6
1755,0.04,-0.08,-0.97,-9.95,-17.52,22.83
1775,0.04,-0.1,-0.97,-3.78,-10.74,17.82
1795,0.04,-0.1,-0.98,-4.27,-7.14,17.03
1815,0.05,-0.08,-0.99,-4.94,-6.16,13.67
1836,0.05,-0.08,-0.99,-0.61,-5.98,4.03
1856,0.06,-0.11,-0.99,1.4,-5.68,-5.0
1876,0.06,-0.14,-0.99,1.89,-4.82,-7.39
1898,0.08,-0.14,-0.99,1.71,-2.5,-2.87
1919,0.09,-0.14,-1.0,2.38,-0.73,0.43
1939,0.09,-0.14,-1.0,5.74,-1.65,-0.85
1960,0.07,-0.14,-0.98,5.19,-2.5,0.37
1980,0.07,-0.12,-0.99,2.01,-2.14,3.54
2000,0.08,-0.13,-1.0,4.03,-0.18,2.69
