time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
10,-0.14,-0.19,-1.03,6.1,20.63,-7.51
30,-0.17,-0.17,-1.02,-12.08,20.02,-12.63
49,-0.14,-0.29,-1.05,-12.39,19.29,-12.15
69,-0.15,-0.23,-1.02,2.56,19.17,6.47
89,-0.16,-0.13,-1.03,4.52,15.81,15.2
108,-0.18,-0.12,-1.09,-13.79,7.63,10.01
128,-0.14,-0.28,-1.12,-28.87,2.01,-3.42
148,-0.04,-0.41,-1.09,-32.29,3.6,3.66
168,-0.12,-0.21,-1.23,-2.2,27.4,19.71
188,-0.09,-0.24,-1.51,0.43,24.29,1.46
208,-0.05,-0.48,-1.67,-5.68,2.99,-8.54
229,-0.09,-0.35,-1.8,22.22,-10.86,12.57
249,-0.15,-0.16,-1.78,36.38,-37.05,16.97
269,-0.18,-0.17,-1.84,17.21,-65.31,-0.61
289,-0.2,-0.35,-1.99,9.64,-95.64,-12.21
309,-0.23,-0.51,-1.91,32.35,-129.82,-3.11
329,-0.26,-0.32,-1.57,41.26,-161.99,22.28
349,-0.27,-0.06,-1.41,14.71,-178.77,23.38
369,-0.24,-0.24,-1.24,5.98,-187.81,6.47
389,-0.18,-0.38,-1.06,41.2,-176.94,13.24
409,-0.15,-0.21,-0.92,50.66,-171.39,26.25
429,-0.12,-0.05,-0.67,17.21,-179.08,20.2
449,-0.04,-0.12,-0.47,-21.18,-175.05,9.16
469,0.04,-0.16,-0.38,-8.54,-149.9,14.65
490,0.12,-0.2,-0.34,25.39,-123.66,21.12
510,0.17,-0.17,-0.25,25.21,-110.47,25.57
531,0.21,-0.08,-0.16,-5.68,-101.26,27.4
551,0.21,-0.02,-0.13,-24.17,-86.49,26.79
571,0.22,-0.03,-0.11,-0.73,-59.63,25.51
591,0.26,-0.03,-0.1,23.62,-30.76,24.78
611,0.28,-0.06,-0.01,4.76,-16.91,21.67
631,0.28,-0.1,0.05,-18.92,-1.89,20.69
652,0.26,-0.13,-0.02,-15.81,23.44,24.84
672,0.24,-0.09,-0.14,-3.54,46.51,32.29
692,0.21,-0.02,-0.2,-15.14,58.96,32.47
713,0.18,-0.05,-0.24,-37.41,68.12,22.34
734,0.16,-0.11,-0.35,-36.74,83.98,19.29
754,0.15,-0.08,-0.41,-22.58,99.37,22.09
774,0.14,-0.17,-0.44,-35.58,107.12,11.78
794,0.1,-0.24,-0.57,-43.64,117.43,12.21
814,0.04,-0.22,-0.79,-22.64,132.02,26.92
834,-0.01,-0.08,-1.1,-21.06,136.54,30.52
854,0.01,-0.12,-1.1,-62.81,117.37,12.94
874,-0.0,-0.16,-1.04,-84.35,107.79,13.24
895,-0.03,-0.17,-1.28,-69.4,117.31,15.87
915,-0.01,-0.16,-1.36,-44.19,117.68,14.65
935,-0.03,-0.08,-1.36,-48.1,109.8,14.4
