time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
10,0.06,-0.48,-0.94,-12.02,6.16,4.09
30,0.02,-0.37,-0.9,-3.91,10.93,21.73
50,-0.02,-0.04,-0.92,8.0,14.59,6.53
70,-0.02,-0.06,-1.0,11.41,6.16,-8.97
90,-0.01,-0.25,-1.01,-8.06,-4.39,-5.62
110,0.0,-0.39,-0.93,-40.22,-5.31,4.33
130,0.03,-0.27,-0.81,-42.36,11.23,12.02
150,0.0,-0.14,-0.73,-26.0,46.14,2.87
170,-0.07,-0.22,-1.04,-3.05,55.79,-11.47
191,-0.04,-0.31,-1.05,-1.71,34.55,-19.96
212,-0.03,-0.35,-0.96,-8.24,32.71,-17.03
233,-0.04,-0.34,-0.97,-7.51,34.61,-6.23
254,-0.09,-0.28,-1.0,-18.07,27.89,-8.0
274,-0.11,-0.25,-0.92,-26.92,34.85,-16.36
295,-0.11,-0.31,-1.02,-27.4,44.62,-25.33
314,-0.12,-0.35,-1.04,-17.94,41.75,-29.3
334,-0.13,-0.36,-1.02,-20.69,39.86,-33.45
354,-0.17,-0.36,-1.19,-14.59,39.06,-38.02
375,-0.12,-0.51,-1.45,-16.66,9.03,-34.48
395,-0.03,-0.75,-1.68,-51.76,-57.56,-4.09
415,-0.05,-0.85,-1.76,-119.93,-145.94,37.66
436,0.03,-0.79,-1.64,-188.35,-232.12,80.44
456,0.03,-0.66,-1.5,-213.99,-303.04,133.42
476,-0.05,-0.81,-1.25,-180.18,-335.27,190.37
496,-0.06,-1.18,-1.17,-136.6,-350.04,273.74
516,-0.27,-0.88,-1.07,-119.63,-375.55,335.08
535,-0.21,-0.23,-0.61,-129.64,-378.66,295.47
555,0.02,0.08,-0.21,-173.1,-340.52,220.89
575,0.23,0.17,0.03,-156.31,-283.08,148.44
594,0.46,0.04,0.27,-116.27,-251.34,117.74
614,0.28,-0.04,0.57,-56.15,-189.27,81.67
634,0.35,-0.07,0.76,-60.97,-77.27,30.52
654,0.47,-0.16,0.74,-52.0,34.48,-40.65
674,0.38,-0.27,0.62,-53.47,132.57,-59.02
693,0.28,-0.21,0.63,-43.46,223.21,-58.17
712,0.06,0.02,0.44,-17.76,325.13,-83.74
731,-0.32,0.23,0.05,64.7,438.11,-139.47
751,-0.66,0.14,-0.68,130.31,527.16,-216.55
771,-0.7,-0.37,-1.43,198.18,553.04,-265.93
792,-0.28,-1.23,-2.01,269.71,505.43,-229.43
812,0.03,-1.14,-2.14,225.83,360.05,-99.37
833,-0.05,-0.45,-1.82,-12.33,154.48,-41.69
853,-0.17,-0.21,-1.43,-119.69,48.65,-56.76
873,-0.19,-0.24,-1.21,-16.24,56.88,-56.64
893,-0.08,-0.47,-1.24,73.0,75.93,-57.07
913,-0.02,-0.66,-1.17,97.23,64.7,-37.9
933,-0.03,-0.58,-1.14,27.28,33.87,-9.28
953,-0.1,-0.35,-1.08,-36.99,3.54,5.55
974,-0.14,-0.25,-1.01,-11.66,5.07,2.99
995,-0.14,-0.3,-1.0,28.81,18.86,-9.34
1016,-0.1,-0.46,-1.04,25.94,22.16,-15.99
1037,-0.09,-0.56,-1.05,6.16,13.73,-5.68
1058,-0.12,-0.46,-1.06,-5.25,6.35,9.46
1079,-0.16,-0.28,-1.04,6.84,1.71,14.22
1099,-0.18,-0.25,-0.95,13.31,-2.93,1.65
1118,-0.16,-0.36,-0.91,6.71,-2.93,-10.8
1138,-0.13,-0.48,-0.95,0.31,-1.28,-10.5
1158,-0.11,-0.51,-0.88,10.8,-0.55,5.07
1178,-0.14,-0.35,-0.89,25.63,6.04,18.01
1198,-0.17,-0.27,-0.94,11.29,2.32,9.34
1218,-0.17,-0.31,-0.95,-14.22,-6.9,-4.82
1238,-0.15,-0.37,-0.94,-20.14,-9.77,-11.6
1258,-0.15,-0.42,-0.89,-1.77,-6.29,-9.28
1279,-0.14,-0.42,-0.89,12.57,-0.18,-4.03
1300,-0.14,-0.41,-0.9,2.56,0.85,-1.04
1320,-0.14,-0.37,-0.95,-1.65,1.22,1.89
1340,-0.17,-0.33,-0.91,2.32,-2.87,1.65
1361,-0.17,-0.33,-0.9,5.86,-1.71,-4.7
1381,-0.15,-0.39,-0.93,9.64,0.79,-10.19
1402,-0.12,-0.45,-0.97,7.02,-0.98,-6.96
1422,-0.13,-0.45,-0.96,6.84,-5.86,3.78
1442,-0.15,-0.36,-0.92,10.38,-7.57,10.38
1463,-0.15,-0.33,-0.91,8.54,-7.69,5.98
1483,-0.13,-0.38,-0.89,2.87,-9.34,1.77
1503,-0.13,-0.42,-0.9,2.38,-6.59,3.91
1523,-0.12,-0.39,-0.9,4.82,-3.36,9.16
1544,-0.13,-0.35,-0.89,1.46,-2.2,10.5
1564,-0.13,-0.33,-0.93,-2.14,-0.61,8.36
1584,-0.13,-0.36,-0.95,0.24,-0.98,3.72
1604,-0.14,-0.36,-0.97,0.98,-2.01,1.53
1624,-0.14,-0.34,-0.92,-0.06,-4.7,-0.67
1644,-0.13,-0.35,-0.9,-3.3,-4.58,-2.99
1664,-0.11,-0.4,-0.9,-0.92,-1.34,-2.5
1684,-0.12,-0.38,-0.95,5.07,1.83,2.69
1704,-0.12,-0.34,-0.96,3.23,-0.18,3.72
1724,-0.13,-0.32,-0.93,-1.53,-3.66,1.04
