time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
10,-0.06,-0.08,-0.99,21.06,8.91,-0.98
30,-0.05,-0.1,-1.03,35.46,11.47,0.98
49,-0.04,-0.14,-1.02,32.1,15.14,9.34
69,-0.05,-0.14,-1.12,25.82,16.05,21.06
89,-0.07,-0.07,-1.26,27.28,15.44,20.51
111,-0.04,-0.08,-1.41,30.33,5.31,15.81
132,0.03,-0.09,-1.54,18.98,-15.69,13.12
152,0.05,-0.14,-1.52,-2.75,-27.77,8.48
172,0.05,-0.22,-1.7,-17.46,-27.53,8.48
192,0.03,-0.25,-1.9,-9.7,-29.97,9.7
213,0.01,-0.23,-2.07,2.32,-46.2,18.19
233,-0.07,-0.2,-1.99,-3.48,-84.78,26.98
253,-0.15,-0.12,-1.76,-27.95,-111.94,32.04
273,-0.2,-0.02,-1.59,-37.54,-126.16,29.72
294,-0.21,0.01,-1.29,-19.47,-132.14,28.32
315,-0.17,0.04,-0.96,-10.19,-127.26,26.49
336,-0.09,0.01,-0.71,-29.91,-124.33,19.17
355,-0.07,-0.01,-0.66,-43.82,-121.09,16.66
375,-0.02,-0.0,-0.46,-30.4,-109.68,23.56
395,0.02,0.09,-0.34,-25.57,-88.87,22.28
416,0.07,0.09,-0.34,-36.5,-79.35,8.97
436,0.14,0.0,-0.26,-36.32,-69.21,2.01
457,0.24,-0.05,-0.2,-20.08,-54.02,6.59
478,0.28,-0.07,-0.15,-20.02,-41.99,9.95
498,0.32,-0.09,-0.14,-37.72,-32.1,9.58
518,0.33,-0.11,-0.16,-50.29,-19.59,9.4
538,0.35,-0.13,-0.16,-38.45,-3.6,9.16
558,0.37,-0.19,-0.16,-21.3,11.84,8.97
579,0.35,-0.23,-0.19,-27.53,23.32,10.8
600,0.34,-0.25,-0.23,-44.37,31.86,13.67
620,0.32,-0.25,-0.31,-52.86,42.72,15.56
640,0.27,-0.27,-0.43,-48.58,56.58,13.61
660,0.24,-0.28,-0.47,-30.21,64.51,12.63
680,0.19,-0.21,-0.35,-6.29,68.12,17.21
701,0.18,-0.15,-0.34,-5.98,82.58,17.64
721,0.17,-0.25,-0.6,-44.62,97.96,2.2
741,0.12,-0.38,-0.85,-69.34,99.18,-6.96
761,0.06,-0.36,-0.94,-41.08,96.31,5.86
780,0.05,-0.28,-0.93,-1.83,96.31,20.14
800,-0.01,-0.14,-0.95,-14.4,95.15,11.17
820,-0.06,-0.16,-1.12,-51.82,88.26,-9.03
840,-0.05,-0.24,-1.31,-41.69,90.45,-12.27
861,-0.03,-0.28,-1.5,-7.81,89.29,-8.0
882,-0.02,-0.32,-1.61,3.05,74.52,-6.53
902,-0.02,-0.3,-1.61,5.31,58.9,-3.3
922,-0.02,-0.28,-1.58,7.08,45.78,-0.61
942,-0.03,-0.29,-1.54,0.61,36.68,-2.93
962,-0.02,-0.34,-1.51,-3.6,29.05,-2.62
982,-0.01,-0.34,-1.47,0.31,20.81,0.85
1002,-0.02,-0.33,-1.39,9.34,13.67,2.2
1022,-0.02,-0.33,-1.28,12.94,9.16,2.32
1042,-0.01,-0.34,-1.2,3.72,5.43,1.4
1062,-0.01,-0.35,-1.16,-1.34,2.32,2.69
1083,-0.02,-0.34,-1.14,5.25,-0.18,5.37
1104,-0.03,-0.31,-1.09,9.95,-3.36,5.43
1125,-0.04,-0.28,-1.0,6.71,-6.23,5.0
1146,-0.04,-0.26,-0.97,0.0,-7.32,3.36
1166,-0.03,-0.27,-0.98,-6.77,-7.87,-0.12
1188,-0.01,-0.29,-0.98,-1.95,-6.1,0.06
1208,-0.01,-0.28,-0.97,5.62,-5.07,2.56
1227,-0.01,-0.26,-0.94,1.04,-7.87,1.53
1247,-0.0,-0.27,-0.94,-4.03,-8.18,-1.28
1267,0.01,-0.29,-0.95,-5.31,-7.32,-3.6
1286,0.01,-0.3,-0.95,-1.83,-7.08,-3.3
1306,0.0,-0.31,-0.94,5.49,-5.55,-1.04
1326,-0.0,-0.29,-0.92,3.3,-4.33,-1.16
1346,-0.0,-0.29,-0.93,-3.48,-4.82,-2.93
1367,0.0,-0.3,-0.94,-3.91,-3.85,-3.11
1387,0.01,-0.31,-0.95,-0.12,-2.87,-2.14
1407,0.01,-0.31,-0.95,1.34,-4.03,-1.65
1428,0.01,-0.3,-0.93,-0.55,-4.33,-1.65
1449,0.0,-0.3,-0.93,-2.93,-4.21,-2.01
1470,0.01,-0.31,-0.93,-4.15,-2.75,-2.44
1489,0.01,-0.32,-0.94,-3.6,-1.4,-1.22
1509,0.01,-0.32,-0.95,-3.85,-1.53,0.61
1529,0.01,-0.31,-0.95,-4.88,-1.95,0.67
1548,0.0,-0.31,-0.95,-3.6,-2.08,-0.31
1568,0.0,-0.31,-0.94,0.55,-0.79,0.06
1587,-0.0,-0.31,-0.94,2.01,1.46,0.67
1606,0.01,-0.32,-0.95,1.71,1.46,1.04
1625,0.0,-0.31,-0.94,-0.55,-0.06,2.26
1644,0.0,-0.31,-0.95,-3.05,-0.12,2.01
1664,0.01,-0.31,-0.95,0.55,0.55,1.89
1684,0.01,-0.31,-0.95,0.43,1.46,2.5
1703,0.0,-0.31,-0.96,-0.31,1.89,2.32
1722,0.0,-0.31,-0.96,1.59,1.53,1.89
1741,0.0,-0.3,-0.95,2.32,1.28,1.83
1760,0.01,-0.3,-0.96,2.75,1.34,2.5
1780,0.01,-0.3,-0.96,3.42,0.43,3.05
1800,0.01,-0.29,-0.96,1.46,-0.18,2.2
1820,0.01,-0.3,-0.96,1.59,0.49,0.37
1840,0.01,-0.31,-0.96,2.69,1.04,0.0
1860,0.02,-0.31,-0.96,0.85,0.98,0.85
1880,0.02,-0.31,-0.97,-0.12,0.49,1.71
1901,0.01,-0.31,-0.96,1.77,0.18,2.38
1921,0.01,-0.3,-0.95,1.34,0.73,2.69
1942,0.01,-0.29,-0.95,-1.4,1.4,1.53
1962,0.01,-0.3,-0.97,-2.87,1.34,-0.31
1981,0.01,-0.3,-0.96,-1.1,0.92,-0.49
2001,0.01,-0.31,-0.96,-0.24,1.95,1.1
