time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.38,0.3,-0.94,-2.81,-2.14,-0.67
11,-0.38,0.32,-0.86,-4.58,5.68,1.83
19,-0.36,0.32,-0.83,-2.56,1.16,3.3
27,-0.38,0.26,-0.87,2.14,-2.44,3.66
35,-0.36,0.28,-0.9,2.87,-5.0,4.09
43,-0.37,0.3,-0.95,1.4,-7.69,3.17
51,-0.39,0.31,-0.97,-2.26,-8.18,3.91
59,-0.41,0.32,-0.97,-3.42,-8.67,4.64
67,-0.42,0.33,-0.98,-5.68,-9.28,7.32
75,-0.44,0.32,-0.97,-7.02,-9.4,9.52
83,-0.45,0.31,-0.94,-8.91,-7.14,14.16
91,-0.46,0.31,-0.92,-9.64,-6.16,16.24
99,-0.47,0.3,-0.91,-9.28,-6.65,20.2
107,-0.46,0.29,-0.92,-8.97,-4.09,22.77
115,-0.46,0.29,-0.91,-9.22,-1.95,23.01
123,-0.47,0.29,-0.84,-9.46,1.95,22.58
131,-0.5,0.3,-0.82,-8.3,1.65,23.01
139,-0.51,0.3,-0.81,-4.21,-1.89,24.48
147,-0.51,0.29,-0.81,-2.56,-3.66,25.09
155,-0.51,0.28,-0.82,-0.43,-5.13,25.27
163,-0.51,0.28,-0.81,2.01,-3.6,25.82
171,-0.51,0.28,-0.81,2.75,-2.38,26.79
179,-0.5,0.28,-0.81,3.17,1.16,29.42
187,-0.5,0.28,-0.8,3.11,2.56,30.7
195,-0.5,0.27,-0.75,4.03,2.14,32.9
203,-0.48,0.26,-0.73,6.04,-3.42,33.69
211,-0.47,0.27,-0.73,7.2,-6.84,33.51
219,-0.47,0.27,-0.74,9.4,-11.96,33.2
227,-0.48,0.28,-0.75,10.38,-13.06,33.69
235,-0.48,0.28,-0.76,12.21,-12.02,36.07
243,-0.48,0.28,-0.76,12.7,-10.93,37.66
251,-0.48,0.24,-0.75,12.94,-10.13,40.53
259,-0.46,0.23,-0.71,13.67,-9.83,43.64
267,-0.44,0.22,-0.68,14.16,-10.07,45.47
275,-0.39,0.2,-0.65,17.09,-11.41,49.62
283,-0.35,0.2,-0.63,19.17,-11.96,51.57
291,-0.27,0.19,-0.64,23.93,-14.28,52.25
299,-0.21,0.19,-0.66,27.53,-14.71,48.58
307,-0.19,0.19,-0.66,29.54,-15.08,45.65
315,-0.2,0.21,-0.7,33.69,-14.4,39.98
323,-0.22,0.21,-0.72,35.22,-12.94,37.66
331,-0.26,0.22,-0.74,36.19,-8.61,35.1
339,-0.28,0.22,-0.73,36.62,-5.92,35.89
347,-0.31,0.21,-0.73,37.96,-1.4,39.98
355,-0.27,0.18,-0.7,38.45,-1.59,44.37
363,-0.25,0.17,-0.67,38.02,-4.46,46.2
371,-0.18,0.17,-0.64,39.92,-11.41,47.85
379,-0.15,0.16,-0.65,42.18,-15.69,47.49
387,-0.09,0.14,-0.68,45.96,-18.13,44.92
395,-0.06,0.16,-0.69,49.8,-16.72,41.14
403,-0.05,0.16,-0.71,52.73,-15.26,38.57
411,-0.05,0.16,-0.76,57.98,-13.31,32.29
419,-0.07,0.18,-0.79,58.96,-13.61,28.87
427,-0.12,0.2,-0.84,58.53,-14.77,25.27
435,-0.14,0.2,-0.86,58.04,-14.59,25.45
443,-0.13,0.18,-0.89,56.82,-12.45,29.72
451,-0.07,0.15,-0.9,55.42,-7.63,35.22
459,-0.04,0.14,-0.88,54.44,-4.82,37.48
467,0.05,0.1,-0.83,52.86,-2.93,39.92
475,0.11,0.06,-0.8,53.16,-3.17,39.12
483,0.2,0.03,-0.77,55.97,-7.63,32.1
491,0.24,0.03,-0.77,58.41,-9.95,26.73
499,0.25,0.02,-0.81,63.72,-15.14,13.49
507,0.22,0.05,-0.91,67.63,-17.58,0.55
515,0.19,0.07,-0.96,69.09,-16.24,-4.21
523,0.12,0.09,-1.06,70.19,-8.54,-9.34
531,0.09,0.1,-1.09,69.89,-4.52,-10.07
539,0.07,0.09,-1.17,66.53,2.93,-9.52
547,0.09,0.07,-1.15,61.28,11.54,-7.45
555,0.1,0.06,-1.13,59.33,14.28,-7.08
563,0.16,0.06,-1.08,56.76,12.57,-9.22
571,0.2,0.05,-1.1,56.09,7.93,-12.7
