time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.54,0.27,-0.69,-0.61,-0.06,17.64
11,-0.53,0.29,-0.69,-1.1,-11.35,15.44
19,-0.59,0.29,-0.7,2.87,-6.77,13.0
27,-0.56,0.26,-0.7,6.65,-10.07,14.89
35,-0.56,0.27,-0.7,8.36,-8.3,14.53
43,-0.58,0.27,-0.71,11.66,-4.7,14.4
51,-0.59,0.27,-0.72,13.06,-1.89,14.77
59,-0.63,0.26,-0.74,15.32,1.89,16.42
67,-0.65,0.26,-0.73,16.17,2.87,17.7
75,-0.66,0.26,-0.73,18.68,1.4,20.81
83,-0.65,0.26,-0.75,21.42,-0.61,23.13
91,-0.65,0.27,-0.76,21.97,-1.59,24.29
99,-0.66,0.26,-0.8,21.24,-2.38,27.1
107,-0.67,0.27,-0.81,20.2,-2.32,28.93
115,-0.68,0.27,-0.8,17.76,-5.13,32.53
123,-0.66,0.27,-0.79,15.81,-8.79,35.95
131,-0.65,0.27,-0.79,15.2,-10.62,36.99
139,-0.64,0.26,-0.75,14.65,-11.54,38.76
147,-0.63,0.25,-0.73,15.2,-12.82,39.43
155,-0.62,0.24,-0.72,16.36,-13.18,40.83
163,-0.61,0.24,-0.71,16.97,-13.06,41.75
171,-0.59,0.24,-0.68,18.55,-8.36,43.09
179,-0.57,0.23,-0.66,21.12,-6.47,45.53
187,-0.55,0.23,-0.66,22.28,-4.82,47.06
195,-0.52,0.23,-0.65,23.25,-2.44,48.65
203,-0.5,0.23,-0.65,23.44,-2.5,49.38
211,-0.46,0.23,-0.61,24.05,-2.08,48.95
219,-0.45,0.23,-0.6,24.78,-3.42,48.03
227,-0.43,0.22,-0.56,27.53,-7.69,46.39
235,-0.4,0.21,-0.52,31.98,-9.03,43.7
243,-0.4,0.19,-0.5,34.67,-11.35,42.85
251,-0.39,0.18,-0.47,40.89,-12.45,41.38
259,-0.38,0.17,-0.46,44.25,-12.27,41.44
267,-0.35,0.17,-0.44,52.25,-12.15,41.32
275,-0.3,0.17,-0.46,60.73,-10.44,41.56
283,-0.27,0.16,-0.49,64.33,-9.4,41.38
291,-0.24,0.17,-0.53,70.25,-4.09,39.79
299,-0.21,0.17,-0.55,72.94,-2.69,38.51
307,-0.19,0.18,-0.63,77.21,-4.58,33.2
315,-0.2,0.18,-0.66,78.25,-5.55,30.03
323,-0.22,0.18,-0.75,77.7,-5.43,25.57
331,-0.25,0.15,-0.77,75.26,-0.92,24.17
339,-0.26,0.13,-0.77,74.4,0.37,24.72
347,-0.24,0.1,-0.77,74.58,-0.98,26.37
355,-0.21,0.09,-0.78,75.44,-2.75,27.04
363,-0.13,0.08,-0.83,77.94,-6.41,26.92
371,-0.05,0.12,-0.91,78.55,-9.64,24.54
379,-0.0,0.11,-0.94,77.64,-9.95,22.22
387,0.06,0.12,-0.99,74.1,-5.98,13.49
395,0.04,0.11,-1.0,71.96,-3.17,7.93
403,-0.01,0.09,-1.01,70.25,-1.34,-0.55
411,-0.01,0.07,-1.02,70.56,-1.22,-3.91
419,-0.02,0.07,-1.08,71.59,2.93,-9.22
427,-0.03,0.04,-1.14,69.34,15.44,-11.78
435,-0.03,0.04,-1.16,67.08,21.42,-12.82
443,-0.03,0.02,-1.18,60.24,27.28,-14.77
451,-0.02,0.03,-1.17,56.34,25.63,-16.42
459,-0.01,0.06,-1.13,49.74,15.87,-21.85
467,-0.0,0.05,-1.12,45.59,2.99,-29.48
475,-0.02,0.04,-1.12,44.62,1.22,-33.81
483,-0.07,0.02,-1.11,44.01,1.34,-40.34
491,-0.09,0.0,-1.12,44.43,2.14,-42.36
499,-0.11,-0.02,-1.17,45.1,6.16,-45.78
507,-0.1,-0.01,-1.19,44.68,8.36,-46.94
515,-0.11,-0.0,-1.24,41.56,14.83,-49.99
523,-0.13,-0.02,-1.22,36.56,21.18,-52.86
531,-0.14,-0.01,-1.21,34.55,23.38,-53.96
539,-0.16,0.01,-1.2,31.31,22.4,-56.76
547,-0.17,-0.01,-1.19,30.15,20.14,-59.2
555,-0.23,-0.01,-1.2,28.81,13.49,-65.37
563,-0.27,-0.02,-1.22,28.08,11.72,-67.99
571,-0.35,-0.03,-1.25,26.55,10.31,-69.09
579,-0.39,-0.04,-1.29,23.8,12.51,-66.41
