time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.56,0.62,-0.87,-11.72,-26.98,10.86
11,-0.52,0.62,-0.75,-17.15,-20.87,15.99
19,-0.47,0.61,-0.71,-16.3,-20.45,17.33
27,-0.43,0.58,-0.68,-15.93,-25.39,16.48
35,-0.44,0.6,-0.67,-15.93,-30.09,15.93
43,-0.44,0.58,-0.69,-16.05,-32.41,13.55
51,-0.46,0.59,-0.66,-16.3,-32.65,13.61
59,-0.49,0.57,-0.63,-14.53,-28.87,15.14
67,-0.49,0.58,-0.59,-10.01,-24.96,17.27
75,-0.51,0.58,-0.58,-6.9,-23.25,18.49
83,-0.6,0.58,-0.61,-0.18,-24.54,21.91
91,-0.65,0.58,-0.64,2.75,-25.09,25.57
99,-0.69,0.59,-0.69,5.0,-23.13,36.32
107,-0.69,0.59,-0.66,5.07,-15.2,48.77
115,-0.66,0.58,-0.64,5.98,-11.35,54.93
123,-0.58,0.57,-0.55,9.77,-2.87,65.37
131,-0.52,0.56,-0.51,13.49,1.34,69.46
139,-0.46,0.56,-0.48,23.32,11.41,75.2
147,-0.44,0.56,-0.47,27.83,18.74,77.76
155,-0.43,0.54,-0.45,38.02,32.71,81.73
163,-0.41,0.55,-0.49,49.01,39.49,84.29
171,-0.4,0.55,-0.51,53.53,42.54,84.96
179,-0.4,0.53,-0.55,60.97,45.53,85.82
187,-0.42,0.52,-0.56,63.96,45.17,86.3
195,-0.41,0.51,-0.56,70.56,46.57,89.36
203,-0.37,0.51,-0.56,74.52,49.07,91.67
211,-0.31,0.51,-0.6,81.54,57.37,95.21
219,-0.3,0.5,-0.63,86.43,67.63,97.23
227,-0.31,0.5,-0.63,88.62,68.18,97.66
235,-0.28,0.47,-0.66,93.02,59.45,98.33
243,-0.24,0.48,-0.68,94.91,53.89,97.78
251,-0.13,0.47,-0.71,96.98,43.88,93.75
259,-0.07,0.45,-0.74,97.35,42.85,87.59
267,-0.06,0.44,-0.73,97.11,43.4,83.8
275,-0.04,0.41,-0.69,99.06,41.81,75.87
283,-0.02,0.41,-0.68,101.32,39.06,72.02
291,0.02,0.39,-0.7,107.91,38.51,63.42
299,-0.02,0.37,-0.72,110.66,40.1,59.88
307,-0.11,0.35,-0.75,116.58,46.2,57.68
315,-0.18,0.32,-0.81,122.74,52.19,62.81
323,-0.14,0.32,-0.83,124.82,58.72,67.5
331,-0.05,0.3,-0.85,127.93,73.61,74.77
339,0.0,0.29,-0.83,129.03,79.53,75.93
347,0.09,0.26,-0.83,132.57,78.12,73.61
355,0.18,0.24,-0.87,134.34,70.37,66.22
363,0.22,0.23,-0.88,134.09,67.93,60.97
371,0.25,0.19,-0.84,134.58,58.23,47.79
379,0.25,0.16,-0.84,136.29,50.48,41.26
387,0.24,0.14,-0.85,140.32,39.06,30.88
395,0.23,0.13,-0.87,142.52,36.74,27.16
403,0.22,0.11,-0.93,146.55,42.36,23.19
411,0.19,0.12,-1.06,147.58,57.19,22.28
419,0.18,0.12,-1.1,145.87,67.57,22.89
427,0.23,0.13,-1.15,140.08,79.22,22.58
435,0.26,0.12,-1.16,136.23,79.22,20.26
443,0.33,0.09,-1.12,127.75,69.46,10.38
451,0.38,0.07,-1.05,120.79,38.57,-6.71
459,0.37,0.05,-1.05,118.16,18.07,-16.66
467,0.28,0.0,-1.02,113.53,-8.73,-31.8
475,0.23,-0.02,-0.99,112.37,-15.87,-35.77
483,0.17,-0.03,-1.02,113.53,-18.8,-37.6
491,0.16,-0.03,-1.07,114.14,-9.7,-35.52
499,0.21,-0.01,-1.13,112.67,24.29,-28.44
507,0.28,-0.02,-1.14,109.56,53.41,-25.82
515,0.32,-0.04,-1.11,108.03,61.22,-27.83
523,0.35,-0.07,-1.04,106.99,53.96,-39.0
531,0.36,-0.1,-1.02,106.93,42.6,-46.26
539,0.39,-0.14,-0.97,107.36,16.6,-61.95
547,0.39,-0.19,-0.96,109.68,-4.15,-76.78
555,0.37,-0.18,-0.97,111.08,-7.45,-82.09
563,0.36,-0.19,-1.13,114.14,5.74,-86.24
571,0.36,-0.17,-1.25,113.53,24.54,-86.12
579,0.38,-0.17,-1.35,105.29,76.35,-82.4
587,0.44,-0.17,-1.34,100.22,95.28,-82.76
595,0.43,-0.19,-1.32,91.37,102.54,-92.47
603,0.37,-0.21,-1.32,82.34,88.5,-103.58
611,0.34,-0.22,-1.32,77.51,79.16,-108.22
619,0.37,-0.25,-1.26,67.63,60.97,-115.84
627,0.4,-0.26,-1.22,63.72,52.31,-120.48
635,0.43,-0.28,-1.18,57.62,33.33,-131.1
643,0.44,-0.29,-1.17,55.54,31.43,-135.25
651,0.38,-0.28,-1.15,51.82,47.79,-139.4
659,0.29,-0.32,-1.17,51.82,78.19,-133.91
667,0.28,-0.31,-1.2,51.7,93.38,-130.13
675,0.24,-0.23,-1.35,48.1,111.39,-123.9
683,0.23,-0.21,-1.43,42.66,117.25,-121.15
691,0.2,-0.18,-1.49,25.88,122.68,-117.0
699,0.2,-0.17,-1.46,6.41,106.08,-115.23
707,0.22,-0.17,-1.41,-3.23,93.38,-115.78
715,0.32,-0.19,-1.27,-18.86,61.04,-120.06
723,0.38,-0.19,-1.2,-24.72,43.09,-124.51
731,0.49,-0.21,-1.08,-31.49,15.01,-137.7
739,0.51,-0.23,-1.03,-32.78,9.16,-144.9
747,0.47,-0.26,-0.99,-31.74,2.56,-157.1
755,0.32,-0.25,-1.07,-29.97,5.55,-161.44
763,0.25,-0.22,-1.13,-29.6,13.18,-159.3
771,0.1,-0.19,-1.25,-34.61,35.83,-148.68
779,0.04,-0.15,-1.27,-39.79,45.84,-141.54
787,0.01,-0.1,-1.27,-50.42,51.82,-126.95
795,0.0,-0.08,-1.25,-62.07,39.0,-116.82
803,-0.0,-0.06,-1.21,-67.75,26.67,-113.04
811,0.01,-0.05,-1.18,-77.64,-6.29,-105.96
819,0.03,-0.03,-1.18,-82.76,-26.18,-103.58
827,0.1,-0.01,-1.15,-93.87,-64.51,-100.89
835,0.14,-0.0,-1.13,-99.06,-78.55,-100.4
843,0.16,-0.01,-1.09,-107.12,-88.13,-99.18
851,0.13,0.01,-1.06,-111.94,-80.26,-95.89
859,0.09,0.03,-1.05,-113.77,-73.06,-93.14
867,-0.06,0.04,-1.04,-116.94,-57.19,-85.45
875,-0.16,0.06,-1.05,-118.35,-51.03,-78.67
883,-0.31,0.08,-1.03,-121.34,-44.68,-58.9
