time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
11,0.23,0.01,-0.94,15.69,19.71,-10.19
30,0.21,0.03,-1.0,11.11,22.03,-8.06
49,0.22,-0.01,-1.03,8.06,18.74,-8.36
68,0.21,-0.01,-1.07,6.96,15.56,-6.47
88,0.23,0.01,-1.09,-5.62,11.54,-10.25
108,0.26,-0.02,-1.19,-19.53,10.56,-14.83
128,0.3,-0.1,-1.26,-19.78,3.66,-13.55
148,0.33,-0.14,-1.19,-10.56,2.26,-5.86
168,0.33,-0.16,-1.27,7.87,1.59,2.01
188,0.36,-0.18,-1.4,12.08,-7.14,8.3
209,0.33,-0.21,-1.37,0.43,-14.71,13.55
229,0.28,-0.18,-1.36,0.61,-23.07,25.88
249,0.25,-0.15,-1.33,3.48,-36.07,36.74
269,0.27,-0.13,-1.23,2.62,-46.75,41.38
289,0.28,-0.12,-1.17,-3.78,-54.75,44.74
310,0.25,-0.08,-1.12,-5.55,-65.25,47.36
331,0.2,-0.08,-1.1,-2.87,-80.69,45.47
351,0.15,-0.09,-1.0,9.34,-100.83,42.42
371,0.18,-0.06,-0.82,22.95,-115.23,47.24
390,0.2,-0.02,-0.74,22.52,-109.13,58.41
410,0.21,0.16,-0.67,-1.95,-95.34,58.9
430,0.15,0.3,-0.66,-20.51,-86.55,36.99
450,0.13,0.28,-0.53,-15.26,-73.06,7.39
470,0.22,0.19,-0.37,-13.85,-44.92,-12.45
490,0.26,0.07,-0.3,-26.18,-12.45,-18.62
510,0.27,-0.02,-0.32,-35.16,13.73,-15.5
530,0.23,-0.07,-0.29,-42.97,31.01,-10.62
550,0.24,-0.14,-0.26,-45.41,50.84,-1.22
569,0.27,-0.19,-0.36,-39.98,71.59,11.23
589,0.27,-0.28,-0.47,-38.64,75.99,25.02
609,0.25,-0.33,-0.48,-40.47,75.56,34.55
628,0.2,-0.29,-0.44,-36.38,82.21,55.18
647,0.12,-0.23,-0.41,-26.67,98.14,75.07
667,0.04,-0.13,-0.41,-37.54,119.02,87.1
686,-0.03,0.05,-0.58,-57.98,144.59,90.09
706,-0.09,0.17,-0.77,-57.56,160.46,77.64
725,-0.11,0.16,-0.94,-50.84,170.35,51.33
745,-0.09,0.11,-1.2,-34.18,172.55,32.96
765,-0.08,0.06,-1.35,-16.24,157.9,28.99
785,-0.08,-0.02,-1.65,-5.98,126.34,34.79
