time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
10,0.31,-0.01,-1.09,6.1,14.1,-6.41
30,0.31,0.02,-1.11,1.46,1.53,-19.59
49,0.33,-0.04,-1.14,-7.08,-10.99,-28.75
69,0.38,-0.19,-1.19,-3.48,-16.36,-21.55
89,0.42,-0.19,-1.31,3.78,-24.17,-6.77
108,0.44,-0.22,-1.42,-7.87,-42.66,-0.98
128,0.42,-0.49,-1.42,-22.4,-56.46,8.24
148,0.47,-0.81,-1.27,-4.03,-58.17,36.44
168,0.49,-0.94,-0.95,39.98,-45.59,75.44
187,0.36,-0.72,-0.68,44.43,-32.59,89.11
207,0.28,-0.81,-0.52,7.39,-24.72,87.95
226,0.21,-0.72,0.04,-8.97,-31.01,104.37
246,0.11,-0.28,0.38,5.0,2.56,127.99
266,-0.03,-0.01,0.33,11.78,54.32,126.04
287,-0.14,0.23,0.09,-11.47,92.9,111.69
307,-0.28,0.67,-0.2,-47.61,112.98,101.07
327,-0.39,1.11,-0.3,-51.7,125.79,75.07
347,-0.43,1.27,-0.58,-44.49,153.93,22.16
367,-0.47,1.13,-1.08,-67.08,165.41,-32.29
387,-0.39,1.04,-1.33,-87.04,147.16,-60.12
407,-0.25,0.88,-1.39,-87.04,128.6,-91.86
427,-0.17,0.55,-1.68,-83.44,124.69,-130.37
447,-0.1,0.17,-2.09,-83.19,104.13,-155.82
467,0.01,-0.35,-2.15,-62.44,57.86,-158.75
487,0.07,-0.54,-2.05,-34.85,19.53,-136.54
507,0.04,-0.54,-2.11,-33.94,-6.71,-121.09
527,0.05,-0.61,-2.07,-23.8,-38.88,-115.23
548,0.04,-0.9,-1.85,-7.26,-71.59,-114.93
570,0.09,-1.15,-1.59,4.7,-91.49,-99.73
590,0.13,-1.15,-1.54,6.71,-97.35,-64.39
611,0.05,-1.07,-1.47,10.62,-114.14,-30.82
632,0.0,-0.93,-1.31,18.86,-133.06,-5.31
652,-0.02,-0.88,-1.23,21.55,-146.42,11.9
673,0.01,-0.77,-0.93,11.23,-168.46,34.67
692,0.01,-0.58,-0.81,-8.06,-173.46,61.28
712,-0.01,-0.36,-0.7,-16.6,-174.87,79.22
733,-0.02,-0.21,-0.54,-9.09,-165.95,83.68
754,0.09,-0.15,-0.33,1.89,-145.26,81.36
774,0.2,-0.04,-0.34,-35.58,-124.76,77.58
794,0.22,0.07,-0.44,-78.8,-121.52,69.95
813,0.27,0.0,-0.33,-58.59,-109.56,65.0
833,0.29,-0.02,-0.23,-7.93,-69.89,74.4
852,0.36,0.08,-0.31,-27.71,-44.8,73.18
872,0.35,0.12,-0.45,-93.38,-51.76,52.55
892,0.31,0.1,-0.25,-95.64,-59.94,35.34
912,0.3,-0.05,-0.01,-12.88,-14.1,36.19
932,0.26,-0.15,-0.02,15.87,39.55,42.85
952,0.17,-0.03,0.01,-7.26,60.91,44.43
972,0.02,0.28,0.36,-17.58,75.44,32.04
992,-0.09,0.38,0.55,-39.67,129.76,-8.06
1013,-0.29,0.3,0.23,-34.79,227.84,-56.46
1033,-0.51,0.23,-0.41,-16.11,315.55,-103.21
1053,-0.67,0.04,-0.99,14.16,359.62,-147.16
1073,-0.64,-0.34,-1.48,67.32,366.27,-167.18
1093,-0.4,-0.85,-2.31,34.3,324.52,-147.03
1113,-0.15,-1.0,-2.43,-77.94,187.87,-80.02
1133,-0.11,-0.46,-1.89,-52.0,102.48,-0.37
1153,-0.13,-0.17,-1.75,46.63,108.76,20.81
1173,-0.14,0.03,-1.71,53.53,98.51,-16.24
1193,-0.13,-0.25,-1.73,0.73,65.43,-44.19
1213,-0.08,-0.62,-1.69,-21.36,38.02,-20.02
1233,-0.07,-0.52,-1.55,-0.92,31.92,17.27
1253,-0.15,-0.19,-1.46,5.43,17.58,15.62
1273,-0.22,-0.08,-1.33,-7.69,2.62,-12.21
1293,-0.18,-0.22,-1.25,-16.85,-0.37,-24.96
1314,-0.11,-0.42,-1.24,-5.19,-6.47,-12.02
1335,-0.11,-0.52,-1.15,7.75,-10.8,15.44
1355,-0.17,-0.33,-1.19,4.39,-19.47,31.8
1375,-0.24,-0.05,-1.14,-8.54,-34.67,18.62
1395,-0.24,-0.04,-1.03,-29.11,-38.51,-10.38
1415,-0.2,-0.24,-0.92,-18.98,-29.6,-18.19
1435,-0.14,-0.34,-0.87,-5.07,-11.78,-7.51
1455,-0.14,-0.35,-0.98,-12.76,-8.18,2.75
1474,-0.19,-0.27,-1.03,-12.82,-14.71,6.35
1494,-0.2,-0.15,-0.96,-8.18,-17.94,-0.18
1514,-0.21,-0.15,-0.87,0.18,-15.5,-8.67
1535,-0.2,-0.25,-0.8,1.77,-6.77,-10.93
1555,-0.17,-0.31,-0.87,4.76,-3.17,-1.28
1576,-0.18,-0.28,-0.88,2.75,-5.55,8.18
1595,-0.2,-0.22,-0.84,-0.73,-6.59,8.97
1615,-0.21,-0.16,-0.82,-1.04,-2.14,3.05
1635,-0.2,-0.18,-0.9,3.85,1.59,-5.8
1656,-0.17,-0.3,-0.93,10.44,2.44,-4.33
1676,-0.15,-0.31,-0.92,9.77,2.5,5.37
1695,-0.17,-0.2,-0.95,5.37,1.53,7.26
1715,-0.17,-0.19,-0.96,-7.14,-2.99,-0.92
1736,-0.15,-0.28,-0.96,3.48,1.1,-2.87
1756,-0.14,-0.27,-1.0,4.88,1.59,0.31
1777,-0.14,-0.22,-1.03,-8.48,-7.57,-0.18
1798,-0.15,-0.24,-1.01,-9.28,-10.8,-3.54
1818,-0.16,-0.27,-0.95,-4.27,-9.22,-2.01
1838,-0.14,-0.26,-0.95,5.62,-1.34,2.14
1858,-0.13,-0.22,-0.98,4.94,-2.38,0.98
1878,-0.14,-0.22,-0.96,2.14,-5.25,-2.62
1898,-0.15,-0.24,-0.93,3.48,-3.72,-3.85
1918,-0.15,-0.25,-0.94,0.79,0.06,-2.44
1938,-0.14,-0.24,-0.98,-2.62,0.55,-1.95
1958,-0.14,-0.25,-0.95,-6.47,-2.44,-2.62
1978,-0.13,-0.27,-0.95,-5.0,-2.44,-3.78
1998,-0.15,-0.27,-0.95,1.71,-1.4,-2.62
