time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
11,0.33,-0.24,-0.99,-11.47,-8.73,-17.58
31,0.33,-0.15,-0.97,-9.89,-11.9,-27.22
51,0.4,-0.18,-0.96,-12.63,-6.47,-29.79
71,0.41,-0.23,-1.1,-17.64,-5.13,-24.84
91,0.45,-0.34,-1.34,-28.38,-28.2,-27.47
111,0.54,-0.66,-1.66,-53.41,-72.94,-15.56
132,0.52,-0.94,-1.67,-67.69,-123.9,16.91
152,0.54,-1.14,-1.2,-48.83,-130.74,54.63
173,0.64,-0.96,-0.84,-10.5,-107.54,103.15
193,0.41,-0.82,-0.71,19.41,-80.63,119.2
213,0.37,-0.93,-0.42,20.51,-51.57,134.95
234,0.29,-0.76,-0.34,-8.12,-39.86,149.23
255,0.15,-0.41,0.03,-17.7,-23.44,141.05
275,0.12,-0.35,0.29,-1.16,23.56,138.0
295,0.04,-0.22,0.25,-6.77,70.8,149.05
315,-0.09,0.06,0.05,-39.49,92.29,135.19
335,-0.18,0.31,0.03,-83.56,97.41,99.79
355,-0.23,0.56,-0.0,-78.98,134.09,65.61
375,-0.29,0.71,-0.3,-43.82,180.18,38.94
396,-0.32,0.79,-0.74,-53.89,190.19,-4.82
417,-0.28,0.64,-1.08,-83.8,158.14,-53.71
437,-0.2,0.62,-1.09,-77.82,136.84,-71.29
457,-0.13,0.73,-1.2,-60.73,154.17,-98.88
477,-0.07,0.55,-1.64,-47.36,151.18,-134.09
499,-0.04,0.22,-1.88,-30.58,119.93,-148.44
518,0.05,0.03,-2.05,-29.36,77.27,-148.86
538,0.08,-0.07,-1.99,-54.08,29.97,-150.02
558,0.06,-0.17,-1.97,-49.56,6.96,-151.37
578,0.1,-0.44,-1.95,-31.19,-19.17,-152.04
598,0.2,-0.83,-1.84,-22.28,-44.56,-137.76
617,0.21,-0.95,-1.77,-12.33,-65.86,-106.63
637,0.15,-1.02,-1.71,6.9,-87.4,-80.69
657,0.09,-1.0,-1.55,15.32,-95.64,-68.6
677,0.1,-1.0,-1.46,22.71,-103.76,-58.35
697,0.13,-1.16,-1.27,31.8,-112.37,-51.09
717,0.12,-1.17,-1.13,41.26,-113.46,-19.65
737,0.06,-0.95,-1.07,29.3,-118.35,11.84
756,0.06,-0.81,-1.0,15.08,-123.66,20.45
775,0.09,-0.77,-0.91,16.05,-123.35,23.74
794,0.1,-0.73,-0.76,29.11,-117.92,36.8
814,0.1,-0.64,-0.64,23.25,-111.21,49.68
834,0.11,-0.48,-0.67,8.24,-103.45,58.04
854,0.15,-0.41,-0.64,2.69,-97.78,58.35
874,0.17,-0.38,-0.57,7.87,-88.38,65.25
894,0.17,-0.23,-0.49,13.98,-81.3,75.01
914,0.19,-0.18,-0.46,13.49,-74.58,68.6
934,0.23,-0.17,-0.41,13.06,-63.23,64.27
954,0.25,-0.1,-0.44,-0.12,-52.98,64.21
974,0.25,-0.07,-0.49,-6.77,-47.97,63.66
994,0.28,0.07,-0.43,-10.62,-43.03,54.81
1014,0.34,0.07,-0.39,-13.92,-32.1,35.58
1034,0.39,-0.08,-0.4,-7.69,-21.24,37.35
1054,0.41,-0.02,-0.37,-12.94,-10.44,42.85
1073,0.39,0.1,-0.39,-26.49,-5.19,33.45
1093,0.35,0.11,-0.28,-20.94,8.48,21.85
1113,0.28,-0.01,-0.1,10.13,37.6,18.55
1133,0.18,-0.07,0.14,12.82,66.22,19.84
1153,0.03,0.02,0.39,-34.61,89.05,9.77
1173,-0.09,0.13,0.5,-48.89,108.83,2.87
1193,-0.26,0.34,0.07,-22.16,171.69,-4.82
1213,-0.36,0.42,-0.39,9.34,216.86,-30.33
1234,-0.4,0.2,-0.59,-11.6,234.92,-89.36
1254,-0.44,-0.06,-0.93,-18.01,252.87,-108.76
1274,-0.36,-0.33,-1.42,-9.77,259.28,-109.07
1295,-0.27,-0.55,-1.79,16.48,235.17,-60.0
1315,-0.24,-0.42,-2.02,-46.45,190.55,-42.48
1335,-0.17,-0.38,-2.25,-55.05,144.78,-43.64
1356,-0.11,-0.44,-2.08,1.28,112.55,-28.26
1376,-0.09,-0.38,-1.86,12.45,93.75,-20.39
1398,-0.06,-0.38,-1.81,-4.39,70.19,-21.48
1419,-0.06,-0.46,-1.75,-8.06,47.91,-15.75
1439,-0.07,-0.46,-1.72,6.29,27.95,-3.6
1459,-0.09,-0.4,-1.62,13.18,7.81,5.37
1479,-0.14,-0.31,-1.42,2.26,-9.46,2.5
1499,-0.17,-0.25,-1.29,0.12,-16.54,-2.75
