time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.1,-0.42,-1.25,46.51,-16.11,2.08
11,-0.05,-0.27,-1.19,43.58,-1.59,1.28
19,-0.13,-0.35,-1.27,42.85,0.06,0.12
27,-0.11,-0.37,-1.2,43.09,19.47,0.92
35,-0.13,-0.35,-1.22,44.37,18.68,1.1
43,-0.19,-0.34,-1.29,41.5,10.13,3.05
51,-0.25,-0.33,-1.4,33.39,-10.07,7.81
59,-0.27,-0.33,-1.47,28.26,-20.69,10.86
67,-0.33,-0.32,-1.62,16.54,-33.2,19.23
75,-0.36,-0.32,-1.69,9.52,-33.08,24.9
83,-0.37,-0.33,-1.75,-5.62,-24.66,37.41
91,-0.37,-0.32,-1.76,-13.43,-20.75,42.6
99,-0.37,-0.31,-1.79,-30.27,-20.26,50.23
107,-0.37,-0.3,-1.82,-48.65,-21.97,55.6
115,-0.38,-0.3,-1.83,-58.11,-21.67,58.29
123,-0.38,-0.31,-1.8,-75.99,-21.97,64.15
131,-0.38,-0.32,-1.78,-84.41,-23.5,66.22
139,-0.38,-0.32,-1.74,-100.04,-28.08,70.25
147,-0.35,-0.31,-1.72,-111.76,-31.37,75.07
155,-0.31,-0.31,-1.71,-118.23,-33.39,76.9
163,-0.25,-0.3,-1.69,-132.02,-32.78,78.61
171,-0.26,-0.29,-1.69,-138.24,-29.48,79.1
179,-0.25,-0.28,-1.67,-150.88,-21.06,81.85
187,-0.23,-0.3,-1.65,-158.94,-18.86,82.4
195,-0.2,-0.33,-1.57,-174.93,-20.2,79.16
203,-0.23,-0.33,-1.5,-187.56,-24.72,73.55
211,-0.27,-0.29,-1.48,-192.02,-26.86,72.02
219,-0.32,-0.23,-1.48,-202.39,-35.28,73.97
227,-0.34,-0.2,-1.49,-209.9,-43.58,76.72
235,-0.37,-0.16,-1.48,-230.41,-66.65,84.78
243,-0.35,-0.17,-1.38,-253.17,-96.92,94.12
251,-0.3,-0.19,-1.31,-260.99,-110.6,98.39
259,-0.21,-0.22,-1.16,-263.73,-124.76,103.88
267,-0.14,-0.22,-1.11,-259.09,-123.23,104.86
275,-0.04,-0.2,-1.05,-241.27,-96.56,101.56
283,-0.04,-0.18,-1.02,-229.74,-74.95,97.9
291,-0.1,-0.06,-1.03,-208.74,-30.94,90.82
299,-0.15,0.01,-1.06,-199.77,-2.2,88.5
307,-0.14,0.05,-1.08,-201.23,2.87,86.61
315,-0.16,0.09,-1.08,-215.09,-7.26,80.26
323,-0.17,0.1,-1.07,-226.38,-22.46,76.78
331,-0.17,0.1,-1.03,-254.88,-64.09,72.63
339,-0.14,0.08,-1.01,-269.65,-88.93,71.84
347,-0.03,-0.03,-0.84,-297.42,-134.09,67.08
355,0.06,-0.16,-0.44,-309.81,-170.29,55.05
363,0.08,-0.26,-0.19,-300.48,-178.04,47.24
371,0.15,-1.26,0.51,-256.1,-197.94,32.84
379,0.21,-3.0,1.99,-242.92,-254.94,27.83
387,1.06,1.61,3.91,-307.19,-549.01,8.0
