time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.11,0.18,-0.96,33.08,2.38,-3.17
11,-0.14,0.17,-0.88,31.92,9.95,-4.88
19,-0.15,0.2,-0.88,32.04,4.03,-4.46
27,-0.2,0.14,-0.89,31.8,2.08,-5.19
35,-0.21,0.15,-0.89,31.07,-5.43,-3.85
43,-0.21,0.14,-0.89,30.94,-7.32,-2.93
51,-0.19,0.13,-0.87,31.37,-8.36,-1.04
59,-0.18,0.12,-0.86,31.68,-8.06,-0.55
67,-0.17,0.13,-0.88,33.26,-3.54,0.06
75,-0.17,0.12,-0.89,33.57,-1.16,0.43
83,-0.19,0.11,-0.92,33.45,2.62,0.79
91,-0.21,0.09,-0.93,32.29,3.05,1.04
99,-0.23,0.09,-0.92,31.68,2.5,1.34
107,-0.26,0.06,-0.92,31.37,0.06,3.3
115,-0.27,0.05,-0.91,31.13,-0.67,4.94
123,-0.27,0.05,-0.89,31.07,-1.22,8.36
131,-0.27,0.07,-0.88,31.56,-3.72,11.54
139,-0.27,0.08,-0.87,31.56,-4.64,12.82
147,-0.27,0.09,-0.85,31.68,-3.05,15.44
155,-0.27,0.09,-0.85,31.8,-1.53,17.09
163,-0.28,0.1,-0.84,32.35,2.26,20.08
171,-0.28,0.1,-0.84,33.02,4.15,21.73
179,-0.28,0.09,-0.83,35.83,5.49,24.17
187,-0.27,0.08,-0.86,39.55,3.3,25.33
195,-0.27,0.08,-0.89,41.14,2.44,25.76
203,-0.28,0.09,-0.94,43.09,3.91,26.61
211,-0.3,0.09,-0.96,43.15,5.62,27.04
219,-0.34,0.07,-0.97,42.91,6.47,28.81
227,-0.36,0.07,-0.99,44.31,0.55,31.43
235,-0.36,0.07,-1.01,45.59,-1.65,33.02
243,-0.36,0.07,-1.08,47.3,-1.71,37.17
251,-0.36,0.07,-1.11,47.3,0.12,39.49
259,-0.34,0.08,-1.17,46.81,2.14,44.01
267,-0.32,0.08,-1.2,46.51,1.83,46.02
