time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.26,0.4,-0.72,17.82,-2.56,-8.67
11,-0.23,0.47,-0.68,16.85,2.81,-6.04
19,-0.17,0.44,-0.73,18.92,-4.76,-4.09
27,-0.14,0.46,-0.72,18.98,-2.26,-4.39
35,-0.14,0.44,-0.71,18.98,-1.59,-4.88
43,-0.16,0.4,-0.67,21.3,-0.18,-7.93
51,-0.17,0.39,-0.66,23.44,-2.38,-9.28
59,-0.19,0.37,-0.66,28.5,-4.58,-10.8
67,-0.21,0.36,-0.68,33.08,-1.04,-10.01
75,-0.22,0.36,-0.68,35.16,0.92,-9.4
83,-0.23,0.35,-0.71,38.33,1.65,-8.48
91,-0.23,0.34,-0.71,39.49,0.49,-8.0
99,-0.2,0.32,-0.73,40.53,-7.45,-8.54
107,-0.2,0.32,-0.74,40.41,-11.29,-9.4
115,-0.23,0.31,-0.74,38.33,-12.21,-10.13
123,-0.23,0.3,-0.73,36.93,-8.0,-7.57
131,-0.24,0.3,-0.71,36.56,-4.82,-6.1
139,-0.23,0.3,-0.69,37.05,-2.5,-3.78
147,-0.22,0.3,-0.68,37.84,-2.44,-2.99
155,-0.2,0.29,-0.67,40.16,-2.62,-3.42
163,-0.23,0.27,-0.66,43.15,-3.36,-5.25
171,-0.25,0.26,-0.66,44.56,-2.87,-5.55
179,-0.29,0.26,-0.66,47.67,0.73,-4.52
187,-0.31,0.25,-0.67,49.13,4.03,-3.36
195,-0.34,0.25,-0.65,52.31,8.79,0.85
203,-0.33,0.26,-0.65,54.38,8.97,3.23
211,-0.29,0.28,-0.69,58.59,7.75,6.84
219,-0.26,0.31,-0.73,61.58,4.39,7.45
227,-0.26,0.33,-0.77,62.13,2.08,6.77
235,-0.26,0.36,-0.83,62.74,-1.16,6.65
243,-0.27,0.36,-0.86,62.81,-1.4,6.29
251,-0.32,0.35,-0.89,62.99,-0.12,6.16
259,-0.35,0.38,-0.95,64.21,0.67,8.0
267,-0.35,0.38,-1.0,65.19,1.59,8.91
275,-0.39,0.4,-1.08,65.12,4.09,10.31
283,-0.41,0.4,-1.13,64.39,4.21,10.93
291,-0.51,0.4,-1.25,62.07,5.74,12.21
299,-0.57,0.39,-1.31,60.24,6.71,14.4
307,-0.64,0.38,-1.4,55.18,6.35,23.68
315,-0.62,0.4,-1.48,48.77,3.48,35.52
323,-0.58,0.41,-1.51,44.68,1.22,40.95
331,-0.48,0.41,-1.53,34.48,-2.81,48.58
339,-0.44,0.4,-1.51,29.54,-4.27,51.15
347,-0.35,0.4,-1.48,21.91,-6.16,54.08
355,-0.31,0.4,-1.47,18.98,-5.07,55.11
363,-0.24,0.38,-1.45,13.79,0.92,55.6
371,-0.23,0.38,-1.4,9.95,6.41,53.71
379,-0.23,0.39,-1.38,8.67,5.62,52.67
387,-0.23,0.41,-1.38,7.63,1.77,50.6
395,-0.23,0.4,-1.39,6.71,-0.49,50.17
403,-0.23,0.43,-1.42,3.78,-4.64,48.46
411,-0.24,0.43,-1.46,-0.73,-8.12,47.85
419,-0.24,0.42,-1.47,-3.72,-9.4,48.1
427,-0.24,0.42,-1.47,-10.25,-11.84,48.95
435,-0.23,0.42,-1.48,-13.49,-12.51,49.99
443,-0.21,0.41,-1.48,-20.87,-10.56,52.67
451,-0.2,0.41,-1.47,-24.66,-8.79,53.96
459,-0.17,0.39,-1.44,-31.92,-5.92,56.27
467,-0.13,0.37,-1.4,-37.35,-5.86,56.7
475,-0.12,0.35,-1.38,-39.25,-6.35,56.52
483,-0.08,0.35,-1.34,-42.85,-9.4,55.11
491,-0.06,0.35,-1.32,-44.13,-11.9,53.83
499,-0.04,0.35,-1.31,-47.36,-14.83,50.23
507,-0.04,0.36,-1.28,-51.88,-14.04,47.49
515,-0.05,0.34,-1.25,-53.89,-13.43,46.69
523,-0.05,0.33,-1.19,-56.4,-14.83,45.41
531,-0.04,0.32,-1.16,-57.25,-15.81,44.74
539,-0.02,0.31,-1.1,-58.59,-18.07,42.97
547,-0.02,0.31,-1.08,-58.84,-19.17,42.54
555,0.0,0.31,-1.06,-59.94,-15.93,41.69
563,0.02,0.3,-1.01,-62.07,-11.54,40.59
571,0.03,0.3,-0.97,-63.29,-10.25,39.61
579,0.03,0.3,-0.9,-63.96,-9.52,36.87
587,0.03,0.3,-0.87,-63.66,-10.19,35.16
595,0.01,0.28,-0.8,-62.74,-11.66,31.8
