time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
3,-0.34,0.53,-0.59,-6.47,-9.4,29.48
11,-0.24,0.56,-0.59,-8.12,-5.43,32.17
19,-0.27,0.58,-0.61,-5.43,-7.69,34.55
27,-0.27,0.55,-0.58,-2.5,-8.85,38.51
35,-0.27,0.55,-0.58,-0.85,-8.18,41.08
43,-0.26,0.54,-0.59,1.59,-0.55,47.73
51,-0.23,0.54,-0.57,2.93,2.93,51.45
59,-0.15,0.5,-0.55,5.49,9.83,56.88
67,-0.09,0.48,-0.55,6.1,12.7,57.5
75,0.04,0.45,-0.54,7.02,14.77,53.34
83,0.13,0.43,-0.57,8.24,13.92,41.44
91,0.15,0.42,-0.58,7.69,13.31,34.0
99,0.15,0.4,-0.6,5.92,13.0,19.1
107,0.13,0.4,-0.61,4.82,13.92,12.27
115,0.11,0.39,-0.58,2.44,13.24,0.37
123,0.09,0.37,-0.57,1.22,8.48,-10.07
131,0.09,0.36,-0.55,0.24,5.43,-15.01
139,0.11,0.35,-0.56,-0.98,-0.12,-25.15
147,0.13,0.33,-0.56,-1.22,-1.65,-30.82
155,0.16,0.28,-0.58,-1.53,-0.61,-44.37
163,0.19,0.27,-0.59,-2.01,2.14,-52.37
171,0.2,0.26,-0.59,-3.54,4.88,-69.76
179,0.17,0.25,-0.6,-7.32,4.58,-85.21
187,0.2,0.24,-0.59,-10.44,3.23,-92.53
195,0.31,0.19,-0.58,-18.86,-6.41,-111.15
203,0.4,0.18,-0.57,-24.72,-15.81,-124.33
211,0.59,0.13,-0.56,-39.31,-44.49,-160.52
219,0.71,0.04,-0.55,-53.71,-80.14,-211.55
227,0.73,-0.02,-0.52,-60.12,-98.82,-240.97
235,0.68,-0.18,-0.39,-66.96,-127.75,-305.66
243,0.63,-0.27,-0.33,-66.1,-140.38,-338.44
251,0.48,-0.4,-0.24,-55.05,-160.46,-397.28
259,0.4,-0.5,-0.21,-45.84,-165.34,-424.62
267,0.2,-0.63,-0.22,-22.71,-158.75,-471.92
275,-0.13,-0.71,-0.36,1.1,-139.83,-506.96
283,-0.39,-0.66,-0.54,10.74,-125.92,-517.64
291,-1.07,-0.24,-0.84,7.26,-89.36,-512.7
299,-1.25,-0.09,-0.87,-8.36,-71.78,-490.54
307,-1.45,0.01,-0.73,-47.91,-60.97,-429.14
315,-1.54,0.07,-0.52,-71.59,-66.65,-375.92
323,-1.66,0.15,-0.45,-76.72,-72.69,-350.22
331,-1.81,0.24,-0.28,-75.38,-69.7,-290.04
339,-1.82,0.24,-0.24,-66.83,-60.0,-256.53
347,-1.7,0.23,-0.24,-41.14,-28.75,-195.25
355,-1.61,0.2,-0.28,-28.81,-14.1,-169.92
363,-1.43,0.14,-0.4,-15.56,11.23,-133.91
371,-1.27,0.08,-0.43,-16.78,19.23,-116.09
379,-1.22,0.04,-0.43,-21.06,21.3,-113.95
387,-1.23,0.05,-0.37,-28.69,32.17,-117.31
395,-1.3,0.07,-0.33,-29.72,44.74,-118.53
403,-1.41,0.09,-0.27,-24.78,77.51,-115.17
411,-1.45,0.12,-0.25,-20.2,95.03,-111.69
419,-1.56,0.14,-0.2,-11.23,119.87,-103.76
427,-1.65,0.15,-0.16,-4.46,126.71,-91.43
435,-1.69,0.14,-0.13,-1.28,124.82,-83.56
443,-1.73,0.16,-0.09,5.86,113.04,-67.57
451,-1.77,0.16,-0.08,10.01,102.29,-57.98
459,-1.82,0.15,-0.12,19.9,83.92,-36.38
467,-1.84,0.14,-0.16,29.66,74.28,-12.15
475,-1.84,0.13,-0.18,34.67,73.12,0.49
483,-1.82,0.11,-0.24,45.23,78.55,24.29
491,-1.82,0.11,-0.27,50.29,85.39,36.19
499,-1.82,0.13,-0.31,60.42,107.79,61.34
507,-1.83,0.13,-0.32,66.1,120.18,75.2
515,-1.83,0.14,-0.38,77.51,150.09,105.96
523,-1.82,0.17,-0.44,87.59,183.35,140.69
531,-1.81,0.18,-0.48,91.74,198.36,159.3
539,-1.76,0.16,-0.52,97.96,223.88,197.2
547,-1.74,0.11,-0.54,100.77,234.68,216.37
555,-1.7,0.06,-0.55,105.1,255.13,254.52
563,-1.43,-0.11,-0.5,111.82,267.33,291.14
571,-1.29,-0.17,-0.55,116.76,268.13,303.04
579,-1.1,-0.28,-0.72,122.07,275.39,313.29
587,-1.0,-0.27,-0.8,120.67,288.21,316.04
595,-0.9,-0.15,-0.87,111.39,312.19,324.83
603,-0.86,-0.23,-0.85,106.2,322.94,332.76
611,-0.7,-0.31,-0.79,98.88,342.77,350.16
619,-0.46,-0.26,-0.78,92.53,359.86,362.49
627,-0.19,-0.23,-0.76,88.56,351.5,364.87
635,0.19,-0.32,-0.7,80.51,264.83,351.93
643,0.26,-0.34,-0.77,73.79,218.2,338.13
651,0.27,-0.3,-0.92,54.02,141.24,311.16
659,0.35,-0.34,-1.0,34.79,95.28,294.8
667,0.46,-0.38,-1.02,26.73,79.04,286.93
675,0.69,-0.41,-1.08,12.27,50.84,260.01
683,0.78,-0.4,-1.09,5.62,43.76,240.23
691,0.89,-0.33,-1.07,-5.86,37.78,192.75
699,0.91,-0.3,-1.04,-10.07,33.2,168.82
707,0.86,-0.29,-0.93,-15.26,16.36,125.18
715,0.78,-0.25,-0.88,-14.28,-8.97,87.34
723,0.73,-0.22,-0.9,-12.08,-21.24,71.41
731,0.64,-0.18,-0.98,-8.18,-34.67,48.16
739,0.63,-0.18,-1.0,-7.51,-36.38,39.37
747,0.65,-0.17,-0.98,-9.89,-43.58,20.32
755,0.65,-0.16,-0.97,-11.41,-51.09,8.61
763,0.67,-0.15,-0.98,-14.71,-67.63,-17.09
771,0.65,-0.16,-0.94,-22.34,-85.08,-44.74
779,0.63,-0.18,-0.9,-24.17,-90.64,-59.81
787,0.59,-0.25,-0.75,-24.96,-106.08,-92.04
795,0.58,-0.26,-0.67,-23.68,-117.37,-109.25
803,0.6,-0.32,-0.53,-15.69,-146.67,-145.14
811,0.69,-0.37,-0.45,-3.54,-178.65,-184.81
819,0.71,-0.41,-0.43,2.08,-195.19,-206.12
827,0.74,-0.49,-0.4,13.98,-221.31,-251.83
835,0.7,-0.49,-0.39,19.53,-231.38,-275.57
843,0.56,-0.57,-0.37,29.17,-249.76,-316.96
851,0.48,-0.64,-0.38,33.57,-254.88,-333.92
859,0.35,-0.61,-0.46,38.39,-249.08,-365.36
867,0.22,-0.69,-0.46,35.16,-247.25,-386.47
875,0.18,-0.73,-0.45,31.92,-250.61,-395.2
883,0.06,-0.79,-0.45,26.06,-267.03,-417.05
891,-0.06,-0.83,-0.5,22.09,-276.55,-429.08
899,-0.47,-0.72,-0.66,9.58,-287.05,-444.21
907,-0.94,-0.61,-0.7,-2.5,-270.75,-430.36
915,-1.12,-0.6,-0.68,-5.55,-247.68,-412.72
923,-1.34,-0.4,-0.69,-2.5,-190.61,-366.39
931,-1.44,-0.33,-0.74,0.61,-170.17,-339.84
939,-1.53,-0.29,-0.86,-1.71,-142.09,-285.52
947,-1.54,-0.3,-0.9,-9.22,-137.57,-261.35
955,-1.54,-0.35,-0.82,-28.44,-131.04,-226.01
963,-1.6,-0.37,-0.73,-35.52,-121.4,-200.44
971,-1.63,-0.34,-0.72,-33.69,-110.47,-188.23
979,-1.65,-0.28,-0.75,-26.73,-77.7,-162.66
987,-1.64,-0.26,-0.78,-24.05,-60.0,-149.54
995,-1.59,-0.21,-0.8,-24.35,-27.71,-123.9
1003,-1.55,-0.21,-0.76,-25.88,-0.31,-100.59
1011,-1.52,-0.21,-0.75,-25.33,11.84,-90.03
1019,-1.5,-0.22,-0.7,-23.56,30.15,-69.95
1027,-1.49,-0.22,-0.68,-21.61,38.88,-59.88
1035,-1.45,-0.23,-0.63,-15.62,54.08,-39.06
1043,-1.42,-0.25,-0.62,-12.51,59.33,-28.87
1051,-1.3,-0.29,-0.6,-7.02,64.27,-12.15
1059,-1.19,-0.3,-0.61,-4.03,56.46,-1.53
1067,-1.15,-0.3,-0.63,-3.17,51.21,2.26
1075,-1.09,-0.33,-0.64,-2.44,39.61,8.85
1083,-1.04,-0.34,-0.64,-1.95,34.24,11.66
1091,-0.98,-0.34,-0.66,-0.31,22.77,15.44
1099,-0.94,-0.33,-0.69,1.46,12.63,18.8
1107,-0.94,-0.33,-0.71,1.65,9.4,20.69
1115,-0.91,-0.32,-0.73,1.1,3.6,25.09
1123,-0.91,-0.32,-0.74,0.85,-0.73,27.59
1131,-0.9,-0.34,-0.75,0.67,-6.59,31.92
1139,-0.88,-0.34,-0.74,0.55,-7.93,33.81
1147,-0.86,-0.36,-0.75,1.34,-11.35,36.5
1155,-0.83,-0.37,-0.76,1.89,-12.21,38.57
1163,-0.81,-0.39,-0.76,1.46,-13.0,38.94
1171,-0.78,-0.4,-0.76,-0.61,-12.27,37.17
