time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
11,0.45,-0.08,-0.98,2.75,-4.09,9.7
30,0.44,-0.05,-1.02,-4.52,-13.49,20.39
49,0.4,0.13,-0.85,-3.91,-10.99,21.18
68,0.42,0.09,-0.92,3.54,-1.89,12.27
88,0.39,0.1,-0.91,9.46,-5.0,12.27
107,0.38,0.1,-0.92,6.29,-6.65,7.69
126,0.41,0.06,-0.83,5.31,-10.68,5.98
145,0.39,0.18,-0.72,4.88,-6.1,9.4
164,0.37,0.19,-0.71,0.55,17.03,1.53
183,0.37,0.14,-0.95,5.92,19.84,-2.75
203,0.37,0.17,-0.89,3.17,7.93,-7.02
224,0.33,0.25,-0.86,13.98,8.54,-10.8
244,0.26,0.33,-0.86,32.23,10.13,-17.7
264,0.19,0.43,-0.73,17.21,18.74,-36.8
284,0.15,0.51,-0.78,-6.59,25.82,-60.42
305,0.13,0.56,-0.7,1.59,40.41,-82.03
325,0.17,0.49,-0.78,17.88,52.55,-107.12
345,0.23,0.2,-0.89,20.75,42.97,-120.97
365,0.32,-0.19,-0.85,-1.89,33.14,-99.49
385,0.34,-0.18,-0.88,-0.31,37.72,-74.77
405,0.35,-0.19,-0.93,19.1,44.49,-63.05
426,0.33,-0.2,-0.96,33.08,44.25,-48.03
445,0.31,-0.22,-0.99,18.49,39.67,-46.87
464,0.31,-0.39,-1.01,4.7,36.74,-41.99
483,0.3,-0.43,-1.06,8.12,39.55,-34.85
503,0.29,-0.43,-1.09,15.75,39.0,-24.17
523,0.3,-0.53,-1.08,14.4,33.2,-19.04
543,0.32,-0.62,-1.12,10.93,29.48,-7.45
562,0.34,-0.62,-1.07,-1.22,21.97,7.08
582,0.35,-0.61,-1.13,-7.81,21.61,20.57
602,0.34,-0.57,-1.14,-2.32,17.76,36.87
622,0.3,-0.53,-1.17,-5.98,13.31,48.71
642,0.28,-0.49,-1.15,-16.42,3.54,57.92
662,0.27,-0.41,-1.07,-11.78,0.0,73.36
682,0.23,-0.25,-1.03,-7.57,2.44,84.29
701,0.19,-0.15,-1.05,-16.91,1.65,80.93
721,0.18,-0.14,-1.06,-20.87,-0.98,82.28
741,0.17,-0.07,-1.03,-9.16,1.71,96.74
761,0.14,0.07,-1.0,-4.64,5.37,103.52
781,0.09,0.3,-1.02,-12.51,2.44,92.59
801,0.05,0.44,-0.98,-19.9,-1.59,69.64
821,0.08,0.39,-0.95,-18.68,1.59,59.2
841,0.09,0.34,-0.97,-15.08,0.85,61.83
861,0.04,0.45,-0.92,-12.88,-0.61,59.45
882,0.0,0.61,-0.88,-10.38,3.17,38.88
902,-0.0,0.62,-0.86,-13.73,5.0,13.43
922,0.0,0.54,-0.84,-11.23,10.86,-1.95
