time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
11,0.23,-0.01,0.95,0.31,-8.61,6.41
35,0.23,-0.03,1.06,3.23,-11.05,6.71
59,0.23,-0.0,1.06,1.53,-3.11,6.77
83,0.25,-0.0,1.02,2.62,-0.67,4.39
107,0.26,-0.04,1.04,2.93,0.61,0.12
131,0.23,-0.05,0.99,-0.31,6.96,0.73
155,0.23,-0.07,0.95,4.76,2.01,3.36
179,0.25,-0.05,0.96,8.36,-2.14,4.15
203,0.32,-0.06,0.92,5.55,-4.33,4.58
227,0.42,-0.07,0.95,6.16,-11.47,8.79
251,0.58,-0.14,0.96,5.07,-12.45,11.17
275,0.61,-0.27,0.97,8.06,-19.71,20.51
299,0.66,-0.18,1.08,52.55,-45.78,63.6
323,0.82,0.29,1.16,84.35,-44.98,71.41
347,0.91,0.3,0.98,73.0,-35.22,44.43
371,0.94,0.14,1.07,25.82,-33.51,-4.64
395,0.89,-0.32,1.09,-7.14,-7.32,-15.93
419,0.86,-0.55,0.73,33.51,-5.19,9.34
443,0.54,-0.44,0.44,129.09,-72.45,37.72
467,0.27,-0.16,1.08,217.1,-159.79,49.8
491,0.19,0.09,2.38,63.11,-132.75,-0.49
515,-0.01,-0.34,2.5,-117.92,36.44,-48.28
539,-0.18,-0.53,1.13,-170.41,168.27,-36.87
565,-0.3,-0.15,-0.31,-61.58,130.62,30.82
589,-0.42,0.46,-0.41,4.7,18.43,44.25
613,-0.68,0.72,0.2,19.59,-130.74,-60.06
637,-0.77,-0.12,1.59,-39.18,-128.48,-110.84
661,-0.72,-0.16,1.9,-89.97,18.55,-88.99
685,-0.77,-0.05,1.2,-15.62,100.71,-84.29
709,-0.64,-0.35,-0.12,26.73,90.94,-84.72
733,-0.49,-0.34,-0.05,-34.61,-46.51,-66.41
757,-0.33,-0.41,1.17,-0.55,-96.74,-62.74
781,-0.29,-0.38,1.45,10.31,-64.33,-40.1
805,-0.24,-0.11,1.47,-10.01,12.45,-8.54
829,-0.13,-0.09,0.81,11.66,49.01,-7.2
853,-0.14,0.01,0.5,-21.55,17.7,-3.05
877,-0.07,0.02,0.74,-23.13,-14.22,-11.29
901,-0.06,-0.15,0.88,-19.84,-6.59,-9.89
925,-0.07,0.0,0.92,-47.42,-22.58,1.34
949,-0.08,-0.1,1.27,-16.3,-20.94,-6.35
973,-0.03,-0.19,1.09,13.73,4.82,3.48
997,0.02,0.01,0.76,-31.25,14.71,18.62
1021,0.02,0.08,1.0,-34.67,-21.85,7.57
1045,0.04,-0.06,1.27,3.11,-24.72,-1.04
1069,0.03,-0.08,1.02,-12.45,8.42,6.9
1093,0.04,0.04,1.07,-24.05,-5.37,6.35
1117,0.04,-0.01,1.09,4.7,6.9,0.98
1141,0.03,0.0,0.89,-8.18,5.37,1.89
1165,0.02,-0.03,1.06,-16.24,-9.4,-0.73
1189,0.0,-0.1,1.09,2.01,2.81,2.75
1213,0.0,0.0,0.97,-3.11,1.59,10.56
1237,-0.01,0.06,1.06,-4.39,-6.77,9.46
1261,-0.02,0.02,1.06,0.67,1.46,3.72
1285,-0.02,-0.01,0.9,-6.71,0.98,3.36
1309,-0.03,-0.01,1.04,-0.85,-15.5,2.32
1333,-0.04,-0.02,1.14,2.08,-3.66,3.6
1357,-0.04,0.0,0.99,-5.25,10.38,4.76
1381,-0.04,-0.01,0.96,-1.83,1.53,3.3
1405,-0.02,-0.02,0.99,2.87,1.22,6.65
1429,-0.0,0.08,0.92,-6.1,4.21,9.52
1453,0.0,0.1,0.96,-1.34,-7.45,1.46
1477,-0.0,0.03,1.09,4.21,-5.98,-2.14
1501,-0.01,-0.01,1.01,-5.31,5.13,-2.81
1525,0.0,-0.06,0.99,0.92,-0.73,1.71
1549,0.03,0.05,1.04,5.62,-1.95,7.51
1573,0.03,0.08,0.97,-1.28,2.44,0.92
1597,0.02,0.01,1.03,-0.67,-4.52,-0.79
1621,0.02,0.05,1.03,-1.1,-1.95,0.12
1646,0.01,0.03,0.98,-2.5,-2.14,-4.21
1670,-0.01,-0.04,1.04,2.69,-5.07,-2.56
1694,-0.0,0.0,0.99,-1.89,1.16,1.95
1718,-0.01,0.06,0.99,-2.69,-2.69,0.98
1742,-0.02,0.04,1.02,1.46,-3.23,-2.44
1766,-0.02,0.01,0.99,-3.91,-0.18,-4.09
1790,-0.02,0.01,1.05,-1.59,-3.05,-3.05
1814,-0.02,0.02,1.05,-2.99,5.0,-2.93
1838,-0.02,0.01,0.96,-9.64,7.32,-1.71
1862,-0.01,0.05,0.98,-7.02,-0.49,-0.85
