time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
10,0.1,-0.2,0.97,2.99,-1.77,3.11
34,0.11,-0.11,0.98,6.59,-5.31,3.72
58,0.11,-0.1,1.03,3.17,-5.31,-0.18
82,0.1,-0.2,1.02,-1.4,3.36,-4.03
106,0.11,-0.17,0.97,-0.31,2.87,2.32
130,0.11,-0.11,1.01,0.0,-1.46,3.42
154,0.1,-0.18,1.06,-6.29,4.82,0.0
178,0.11,-0.19,0.9,-12.08,11.17,2.87
202,0.11,-0.17,0.9,0.49,-4.46,3.78
226,0.1,-0.18,1.0,7.45,-10.93,4.09
250,0.1,-0.17,1.05,-1.65,-7.2,2.62
274,0.07,-0.24,1.02,-14.04,4.82,0.0
298,0.05,-0.33,0.89,-3.48,2.56,4.33
322,0.04,-0.34,0.9,14.83,-9.64,10.44
346,0.03,-0.3,0.99,-1.4,-13.24,9.77
370,-0.04,-0.51,1.02,-8.61,-5.55,4.33
394,-0.05,-0.71,0.97,6.9,-5.86,16.17
418,-0.07,-0.8,1.04,-1.89,-11.23,33.94
442,-0.09,-0.68,1.13,-12.51,-7.81,48.71
466,-0.12,-0.79,1.1,13.55,0.24,59.88
490,-0.17,-0.79,0.98,9.03,4.21,78.61
514,-0.22,-0.64,0.91,-4.58,7.14,92.16
538,-0.26,-0.73,0.88,15.93,-2.44,100.83
562,-0.32,-0.77,0.88,20.81,-5.98,116.03
586,-0.39,-0.66,0.84,12.39,-9.64,140.5
610,-0.46,-0.67,0.89,17.76,-18.01,158.94
634,-0.5,-0.49,0.95,23.38,-23.56,187.44
658,-0.51,-0.27,1.0,33.39,-21.91,218.51
682,-0.45,0.04,0.96,30.52,-13.43,233.46
706,-0.38,0.34,0.82,24.11,-8.85,237.61
730,-0.3,0.63,0.85,10.44,-27.4,212.83
754,-0.2,0.67,1.1,9.58,-29.79,181.64
778,-0.12,0.52,1.11,20.2,-12.7,157.29
802,-0.04,0.64,0.94,2.87,-8.85,156.49
826,-0.0,0.9,1.03,-21.91,-17.94,144.1
850,0.06,0.96,1.19,6.1,-22.22,94.67
874,0.12,0.8,1.04,-1.16,-7.75,60.24
