time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
11,0.07,-0.15,0.99,15.01,0.85,2.81
35,0.06,-0.18,0.98,6.65,1.83,-2.32
59,0.06,-0.22,0.99,8.54,1.71,-1.95
83,0.07,-0.19,0.99,7.81,0.85,0.55
107,0.06,-0.17,0.98,-1.34,3.42,-3.85
131,0.06,-0.29,0.95,1.28,2.5,-4.58
155,0.07,-0.29,0.91,-2.44,-1.65,5.37
179,0.07,-0.16,1.03,-4.39,-9.83,7.93
203,0.07,-0.16,1.08,-2.14,-6.47,4.27
227,0.07,-0.2,0.97,-2.08,5.19,-1.04
251,0.06,-0.27,0.92,-2.38,-2.5,-1.34
275,0.06,-0.25,1.0,-0.73,-9.89,0.79
299,0.05,-0.23,1.04,-3.11,-5.8,-2.81
323,0.02,-0.38,0.95,-1.04,-0.67,-5.8
347,0.01,-0.47,0.92,1.65,-7.26,-0.79
371,-0.03,-0.56,1.07,-2.93,-10.68,6.96
395,-0.05,-0.58,1.12,-0.37,-5.0,15.99
419,-0.04,-0.62,1.06,1.95,9.4,30.03
443,-0.04,-0.61,0.93,4.58,8.18,42.97
467,-0.03,-0.55,0.88,14.65,2.26,55.11
491,-0.0,-0.45,0.85,15.75,-6.71,61.65
515,-0.02,-0.47,0.9,5.98,-9.46,60.55
539,-0.04,-0.55,0.89,19.1,-13.24,67.2
563,-0.05,-0.48,0.92,19.59,-17.09,76.05
587,-0.06,-0.46,0.93,14.1,-16.66,76.9
611,-0.1,-0.5,0.93,13.31,-17.88,77.64
635,-0.14,-0.54,0.93,19.47,-18.55,86.18
659,-0.14,-0.42,0.88,16.36,-17.15,96.5
683,-0.14,-0.33,0.86,18.62,-24.96,101.01
707,-0.14,-0.23,0.89,16.85,-28.14,99.79
731,-0.13,-0.25,0.95,27.22,-35.71,100.59
755,-0.13,-0.15,0.95,26.79,-31.01,106.93
779,-0.12,-0.05,0.97,27.1,-33.51,110.9
803,-0.1,0.06,0.98,24.17,-31.25,102.72
827,-0.07,0.08,0.99,6.35,-31.8,89.78
